,headline,emotion
1293,Politician Deletes Post With Beyonc¨¦ Lyrics After BLM Bullies Her For ¡®Appropriation¡¯,surprise
1294,Politico's Full Court Press to Destroy Paul Ryan,anger
1295,Politico's Full Court Press to Destroy Paul Ryan,surprise
1296,Poll: Most Americans believe Obama lies on important issues,neutral
1297,Poll: Most Americans believe Obama lies on important issues,neutral
1298,Pope Francis Aide Trashes Trump,disgust
1299,Pope Francis Aide Trashes Trump,disgust
1300,"Pope Francis walks religious, diplomatic tightrope in Myanmar",joy
1301,"Pope Francis walks religious, diplomatic tightrope in Myanmar",surprise
1302,Pope apologizes for priest sex abuse scandal with 'sorrow and shame',disgust
1303,Pope apologizes for priest sex abuse scandal with 'sorrow and shame',neutral
1304,Portrait of a Trump West Wing,joy
1305,Portrait of a Trump West Wing,neutral
1306,Press destroys CNBC for pre-debate banter,disgust
1307,Press destroys CNBC for pre-debate banter,surprise
1308,Prison Dispatches from the War on Terror: Confessed Plotter Gives Insight into Radicalization,neutral
1309,Prison Dispatches from the War on Terror: Confessed Plotter Gives Insight into Radicalization,neutral
1310,Prohibition Can Cause Flesh to Rot,disgust
1311,Prohibition Can Cause Flesh to Rot,fear
1312,Prompt Virgin Media finds itself in a hole,neutral
1313,Prompt Virgin Media finds itself in a hole,sadness
1314,"Prosecutor accused of helping drug dealers for sex, resigns",disgust
1315,"Prosecutor accused of helping drug dealers for sex, resigns",disgust
1316,Public Lives; The Runyonesque Voice Atop the Savile Row Suits,disgust
1317,Public Lives; The Runyonesque Voice Atop the Savile Row Suits,neutral
1318,Puerto Rican Politics Will Never Be the Same,sadness
1319,Puerto Rican Politics Will Never Be the Same,neutral
1320,Quebec Ban on Full-Face Veils Draws Muslims¡¯ Uproar,neutral
1321,Quebec Ban on Full-Face Veils Draws Muslims¡¯ Uproar,anger
1322,"Quebec¡¯s No Good, Terrible Election Campaign",disgust
1323,"Quebec¡¯s No Good, Terrible Election Campaign",disgust
1324,Queen B around Chelsea: Lucy Watson shows off her toned legs in oversized jumper on day out,surprise
1325,Queen B around Chelsea: Lucy Watson shows off her toned legs in oversized jumper on day out,joy
1326,R-R-Rally for Cl-Cl-Climate Change on F-F-Feb. 17,joy
1327,R-R-Rally for Cl-Cl-Climate Change on F-F-Feb. 17,joy
1328,REPORT: Joe Biden Denied Holy Communion At Catholic Church Over Abortion Support,surprise
1329,REPORT: Joe Biden Denied Holy Communion At Catholic Church Over Abortion Support,surprise
1330,RPT-PREVIEW-LCD makers brace for softer H2 as TV growth weakens,neutral
1331,RPT-PREVIEW-LCD makers brace for softer H2 as TV growth weakens,fear
1332,RPT-UK labs play shrinking role in AstraZeneca drug portfolio,surprise
1333,RPT-UK labs play shrinking role in AstraZeneca drug portfolio,neutral
1334,Raasay distillery plans submitted to Highland Council,neutral
1335,Raasay distillery plans submitted to Highland Council,neutral
1336,Raiders undrafted rookies thankful for opportunity,joy
1337,Raiders undrafted rookies thankful for opportunity,joy
1338,Rain delay fails to dampen Sharapova,sadness
1339,Rain delay fails to dampen Sharapova,neutral
1340,Rant: The War on Renters,disgust
1341,Rant: The War on Renters,anger
1342,Rapinoe beats Trump in head-to-head polling for hypothetical presidential race,neutral
1343,Rapinoe beats Trump in head-to-head polling for hypothetical presidential race,neutral
1344,"Re: Arizona, Mother Jones's MoJo Not Working So Well",joy
1345,"Re: Arizona, Mother Jones's MoJo Not Working So Well",disgust
1346,Re: Gawker and Crowder,neutral
1347,Re: Gawker and Crowder,neutral
1348,Re: ¡®Need to Know¡¯,neutral
1349,Re: ¡®Need to Know¡¯,neutral
1350,Readers Write: Affirmative action is still needed in the US,disgust
1351,Readers Write: Affirmative action is still needed in the US,neutral
1352,Rebecca Mead: Sarah Palin¡¯s Focus Group of Four,neutral
1353,Rebecca Mead: Sarah Palin¡¯s Focus Group of Four,neutral
1354,Rebels and Ordinary Citizens Alike Struggle to Survive the Bombing of Homs,fear
1355,Rebels and Ordinary Citizens Alike Struggle to Survive the Bombing of Homs,surprise
1356,Rebranding time,neutral
1357,Rebranding time,neutral
1358,Red Bulls: Need more homegrown talent ¡ª but we¡¯re not cheap,disgust
1359,Red Bulls: Need more homegrown talent ¡ª but we¡¯re not cheap,neutral
1360,Reid Praises Rush,surprise
1361,Reid Praises Rush,joy
1362,Reince Priebus¡¯ Surrender,neutral
1363,Reince Priebus¡¯ Surrender,disgust
1364,"Remembering Rick Piltz, Who Fought Government Suppression of Science",sadness
1365,"Remembering Rick Piltz, Who Fought Government Suppression of Science",anger
1366,Rep. Meehan: Questions on what the FBI knew about Tsarnaev (video),neutral
1367,Rep. Meehan: Questions on what the FBI knew about Tsarnaev (video),neutral
1368,Report: Franken Finally Announces Official Resignation Date,joy
1369,Report: Franken Finally Announces Official Resignation Date,neutral
1370,Report: Trump Suggested Macron Leave EU,neutral
1371,Report: Trump Suggested Macron Leave EU,surprise
1372,Republican Party Rejects the Middle,disgust
1373,Republican Party Rejects the Middle,neutral
1374,Republican split on Rice could yield her enough votes if nominated for State,surprise
1375,Republican split on Rice could yield her enough votes if nominated for State,neutral
1376,Ringling Bros. Finally Frees Dumbo,neutral
1377,Ringling Bros. Finally Frees Dumbo,joy
1378,"Roadshows Start, Providing A View of Demand for IPOs",neutral
1379,"Roadshows Start, Providing A View of Demand for IPOs",neutral
1380,Robert Durst Ordered Held Without Bail,surprise
1381,Robert Durst Ordered Held Without Bail,neutral
1382,"Robert Reich, Liberal Fascist",neutral
1383,"Robert Reich, Liberal Fascist",disgust
1384,Robin Givhan¡¯s North Korean Doppelganger,neutral
1385,Robin Givhan¡¯s North Korean Doppelganger,neutral
1386,Roche benefits from huge demand for bird flu drug,neutral
1387,Roche benefits from huge demand for bird flu drug,neutral
1388,Routine Testing Would Improve Herceptin Use in Breast Cancer,surprise
1389,Routine Testing Would Improve Herceptin Use in Breast Cancer,neutral
1390,Royals head to spring with more questions than answers,surprise
1391,Royals head to spring with more questions than answers,sadness
1392,Rubio: ¡®Get Me Rewrite!¡¯,anger
1393,Rubio: ¡®Get Me Rewrite!¡¯,neutral
1394,Rush Limbaugh Isn¡¯t the Only Media Misogynist,anger
1395,Rush Limbaugh Isn¡¯t the Only Media Misogynist,disgust
1396,Russ on the road: Westbrook's Thunder move on without Kevin Durant,sadness
1397,Russ on the road: Westbrook's Thunder move on without Kevin Durant,surprise
1398,Russian Players Stay Out of Debate Over New Law,joy
1399,Russian Players Stay Out of Debate Over New Law,neutral
1400,Saboteurs Hit Iraqi Facilities,sadness
1401,Saboteurs Hit Iraqi Facilities,fear
1402,Salman Butt loses appeal against 10-year ban from cricket,neutral
1403,Salman Butt loses appeal against 10-year ban from cricket,surprise
1404,San Francisco Will Spend More Than $70 Million This Year Just To Clean Up Poop,surprise
1405,San Francisco Will Spend More Than $70 Million This Year Just To Clean Up Poop,surprise
1406,Sarbox Accounting Oversight Group Discusses Investor Concerns,neutral
1407,Sarbox Accounting Oversight Group Discusses Investor Concerns,neutral
1408,Sasse Reports Security Issues Following WikiLeaks Criticism ,neutral
1409,Sasse Reports Security Issues Following WikiLeaks Criticism ,fear
1410,Saved from suicide,joy
1411,Saved from suicide,sadness
1412,Saving Your Way to the Good Life,neutral
1413,Saving Your Way to the Good Life,neutral
1414,Say What?,anger
1415,Say What?,surprise
1416,"Schumer, Pelosi clash with Trump over shutdown talks",neutral
1417,"Schumer, Pelosi clash with Trump over shutdown talks",anger
1418,Schwarzenegger now more governor than 'governator',neutral
1419,Schwarzenegger now more governor than 'governator',surprise
1420,Schwarzenegger on Showtime,neutral
1421,Schwarzenegger on Showtime,neutral
1422,Scientists Say Humans¡¯ ¡®Lack of Empathy¡¯ Is Leading to Global Species Annihilation,fear
1423,Scientists Say Humans¡¯ ¡®Lack of Empathy¡¯ Is Leading to Global Species Annihilation,anger
1424,Scotland's trouble and triumph,neutral
1425,Scotland's trouble and triumph,surprise
1426,Scott Pruitt Is Gutting the EPA Because He Thinks It¡¯s God¡¯s Plan,disgust
1427,Scott Pruitt Is Gutting the EPA Because He Thinks It¡¯s God¡¯s Plan,disgust
1428,Scott Van Pelt on Big John¡¯s shadow and JTIII¡¯s future at Georgetown,neutral
1429,Scott Van Pelt on Big John¡¯s shadow and JTIII¡¯s future at Georgetown,joy
1430,Scott Walker Is a Threat to the Existing Social Order,anger
1431,Scott Walker Is a Threat to the Existing Social Order,fear
1432,Scott Walker backs pathway to citizenship at private dinner,anger
1433,Scott Walker backs pathway to citizenship at private dinner,neutral
1434,Scunthorpe road remains closed after gas explosion,neutral
1435,Scunthorpe road remains closed after gas explosion,neutral
1436,"Sears to cut 400 full-time jobs, mostly at corporate office",sadness
1437,"Sears to cut 400 full-time jobs, mostly at corporate office",sadness
1438,"Seattle CB Richard Sherman says he has no regrets over comments, tweets after beating Patriots",neutral
1439,"Seattle CB Richard Sherman says he has no regrets over comments, tweets after beating Patriots",disgust
1440,Second Amendment right to meet people at the door with a machete by your side?,neutral
1441,Second Amendment right to meet people at the door with a machete by your side?,fear
1442,"Seeing the light: Turner Inspired, In the Light of Claude ¨C in pictures",surprise
1443,"Seeing the light: Turner Inspired, In the Light of Claude ¨C in pictures",neutral
1444,Sen. Feinstein Criticized for 'Disrespect' When Meeting Kids Who Support Green New Deal,anger
1445,Sen. Feinstein Criticized for 'Disrespect' When Meeting Kids Who Support Green New Deal,anger
1446,Senate Republicans demand Google hand over memo advising it to hide data vulnerability ,anger
1447,Senate Republicans demand Google hand over memo advising it to hide data vulnerability ,neutral
1448,Senator Calls on Trump Administration to Investigate Saudi Role in Helping Manslaughter Suspect Flee U.S.,anger
1449,Senator Calls on Trump Administration to Investigate Saudi Role in Helping Manslaughter Suspect Flee U.S.,neutral
1450,Serena Williams' Baby Daughter Is Her Mini-Me in a Matching Tutu,joy
1451,Serena Williams' Baby Daughter Is Her Mini-Me in a Matching Tutu,joy
1452,Sex-Selling Hypocrite: Madonna Protects Her Daughter After Decades of Selling Smut to Yours,surprise
1453,Sex-Selling Hypocrite: Madonna Protects Her Daughter After Decades of Selling Smut to Yours,disgust
1454,Shayna Hubers Convicted of Murder in Boyfriend's 2012 Shooting Death,neutral
1455,Shayna Hubers Convicted of Murder in Boyfriend's 2012 Shooting Death,neutral
1456,Shelby Backs Abolishing Filibuster To Break DHS Impasse,surprise
1457,Shelby Backs Abolishing Filibuster To Break DHS Impasse,neutral
1458,Shell Leads S. Africa on Record Oil Rush as Coal Falters: Energy,sadness
1459,Shell Leads S. Africa on Record Oil Rush as Coal Falters: Energy,neutral
1460,Shooter May Have Had Target Practice in the Desert Two Days Before Las Vegas Massacre,fear
1461,Shooter May Have Had Target Practice in the Desert Two Days Before Las Vegas Massacre,disgust
1462,Short Seller Rose From Social Work to Steinhoff Win,neutral
1463,Short Seller Rose From Social Work to Steinhoff Win,joy
1464,Should Trump Meet With Kim Jong Un?,neutral
1465,Should Trump Meet With Kim Jong Un?,surprise
1466,Shuttle: Foam Home,surprise
1467,Shuttle: Foam Home,neutral
1468,Singer Carrie Underwood recuperating after fall at home,sadness
1469,Singer Carrie Underwood recuperating after fall at home,neutral
1470,"Sister Mary Geraldine Tobia, 59, Leader of Family Agency",neutral
1471,"Sister Mary Geraldine Tobia, 59, Leader of Family Agency",neutral
1472,Six States Where GOP Voter Suppression Tactics Could Sway The Outcome,surprise
1473,Six States Where GOP Voter Suppression Tactics Could Sway The Outcome,neutral
1474,Six-Year Old Sandy Hook Survivor Played Dead Among Bodies of Classmates,fear
1475,Six-Year Old Sandy Hook Survivor Played Dead Among Bodies of Classmates,fear
1476,Sketchbook,neutral
1477,Sketchbook,neutral
1478,"Smart Pills, Ctd.",neutral
1479,"Smart Pills, Ctd.",neutral
1480,Smart Shrinks to Scooter in Last Chance for Daimler Brand,neutral
1481,Smart Shrinks to Scooter in Last Chance for Daimler Brand,disgust
1482,Smokers are nearly 50% more likely to need spinal surgery to relieve excruciating BACK PAIN,fear
1483,Smokers are nearly 50% more likely to need spinal surgery to relieve excruciating BACK PAIN,fear
1484,Smokers banned from lighting up near bus stops and outdoor shopping malls under tough new anti-smoking laws?,neutral
1485,Smokers banned from lighting up near bus stops and outdoor shopping malls under tough new anti-smoking laws?,neutral
1486,Snapchat Adds Another Publishing Partner -- News Video Startup NowThis,neutral
1487,Snapchat Adds Another Publishing Partner -- News Video Startup NowThis,neutral
1488,Soap Boycott Adds to Trade Slump as Egypt Punishes Turkey,neutral
1489,Soap Boycott Adds to Trade Slump as Egypt Punishes Turkey,neutral
1490,Soap Punishment Washes Out Teacher,surprise
1491,Soap Punishment Washes Out Teacher,fear
1492,Social Security Aims to Close Valuable Loophole for Early Recipients,fear
1493,Social Security Aims to Close Valuable Loophole for Early Recipients,neutral
1494,Some Male College Students Want Campuses to Censor Porn,surprise
1495,Some Male College Students Want Campuses to Censor Porn,surprise
1496,Some space news,neutral
1497,Some space news,joy
1498,Songza integrates weather into music playlists,neutral
1499,Songza integrates weather into music playlists,joy
1500,South African Jews Polarized Over Israel,neutral
1501,South African Jews Polarized Over Israel,neutral
1502,"South Bend asks fliers to choose between Fox, CNN",neutral
1503,"South Bend asks fliers to choose between Fox, CNN",neutral
1504,South Korea's Satellite Is Not Going to Go Over Well in North Korea,fear
1505,South Korea's Satellite Is Not Going to Go Over Well in North Korea,neutral
1506,Special US Rep Urges Release of American Missionary ,neutral
1507,Special US Rep Urges Release of American Missionary ,fear
1508,Spring a vital step for Pac-12's new coaches,neutral
1509,Spring a vital step for Pac-12's new coaches,neutral
1510,Spy Chief Complains That Edward Snowden Sped Up Spread of Encryption by 7 Years,disgust
1511,Spy Chief Complains That Edward Snowden Sped Up Spread of Encryption by 7 Years,neutral
1512,St. Louis Police Arrest Nine Protesters Demanding Justice for Michael Brown,anger
1513,St. Louis Police Arrest Nine Protesters Demanding Justice for Michael Brown,disgust
1514,Standing Rock¡¯s Fight Against Dakota Pipeline Continues While Tribe Plans for a Fossil-Free Future,joy
1515,Standing Rock¡¯s Fight Against Dakota Pipeline Continues While Tribe Plans for a Fossil-Free Future,neutral
1516,Staying unconventional,neutral
1517,Staying unconventional,neutral
1518,"Stephen F. Austin wins 16th in a row, 82-65 over Lamar",joy
1519,"Stephen F. Austin wins 16th in a row, 82-65 over Lamar",anger
1520,"Stepping Into Mondrian¡¯s Shoes, and Other Adventures in Dutch Style",neutral
1521,"Stepping Into Mondrian¡¯s Shoes, and Other Adventures in Dutch Style",joy
1522,Steve Bannon in 2016: legal immigration is the real ¡°problem",neutral
1523,Steve Bannon in 2016: legal immigration is the real ¡°problem",anger
1524,Steve Bell on fracking in Lancashire ¨C cartoon,disgust
1525,Steve Bell on fracking in Lancashire ¨C cartoon,neutral
1526,Steve Chapman: Stay out of Syria,fear
1527,Steve Chapman: Stay out of Syria,fear
1528,Stocks Rally Despite Awful Jobs Report,neutral
1529,Stocks Rally Despite Awful Jobs Report,joy
1530,"Story, Falcons Have 'Dream' Season Come to End",neutral
1531,"Story, Falcons Have 'Dream' Season Come to End",sadness
1532,"Streaking Steelers, swarm of visiting fans await Jets",neutral
1533,"Streaking Steelers, swarm of visiting fans await Jets",joy
1534,Strike Threatens Louvre and Other Paris Sites,fear
1535,Strike Threatens Louvre and Other Paris Sites,neutral
1536,Striving for a Menu as Nice as the Scenery,joy
1537,Striving for a Menu as Nice as the Scenery,joy
1538,Study: Sleepwalkers Are Often Injured,fear
1539,Study: Sleepwalkers Are Often Injured,surprise
1540,Stumped,disgust
1541,Stumped,surprise
1542,Suddenly silent: Solyndra execs refuse to fess up to Congress,anger
1543,Suddenly silent: Solyndra execs refuse to fess up to Congress,neutral
1544,Sudoku 337 killer,fear
1545,Sudoku 337 killer,neutral
1546,"Summer 2019's biggest travel headaches: 737 Max groundings, disappearing discount carriers",sadness
1547,"Summer 2019's biggest travel headaches: 737 Max groundings, disappearing discount carriers",disgust
1548,Super Tuesday Preview: Idaho and Massachusetts,neutral
1549,Super Tuesday Preview: Idaho and Massachusetts,joy
1550,Supreme Court asked to review ¡®Making a Murderer¡¯ confession,surprise
1551,Supreme Court asked to review ¡®Making a Murderer¡¯ confession,neutral
1552,Supreme Court hears case that could shape Trump's immigration plans,surprise
1553,Supreme Court hears case that could shape Trump's immigration plans,fear
1554,Survey: NFL¡¯s Brand Favorability Plummets In Light Of Protests,neutral
1555,Survey: NFL¡¯s Brand Favorability Plummets In Light Of Protests,neutral
1556,Survey: People with these jobs are more likely to cheat in relationships,surprise
1557,Survey: People with these jobs are more likely to cheat in relationships,fear
1558,Suu Kyi criticizes two-child limit on Muslims in western Myanmar,anger
1559,Suu Kyi criticizes two-child limit on Muslims in western Myanmar,anger
1560,"Sweden, Norway Cut SAS Stakes in Move That May Spur Bid Interest",neutral
1561,"Sweden, Norway Cut SAS Stakes in Move That May Spur Bid Interest",neutral
1562,Syrian refugee 'nearly drowned in melted chocolate',sadness
1563,Syrian refugee 'nearly drowned in melted chocolate',surprise
1564,TARP the Life Insurers? This Is Nuts,disgust
1565,TARP the Life Insurers? This Is Nuts,anger
1566,TEXT-S&P on Endurance International Group,neutral
1567,TEXT-S&P on Endurance International Group,neutral
1568,"THE MEDIA BUSINESS: ADVERTISING; As part of a growing trend in Britain, Ikea aggressively goes after consumers.",disgust
1569,"THE MEDIA BUSINESS: ADVERTISING; As part of a growing trend in Britain, Ikea aggressively goes after consumers.",surprise
1570,THE TRANSIT SETTLEMENT: THE GOVERNOR; Pataki Gets Credit for Averting Strike While Keeping His Distance,neutral
1571,THE TRANSIT SETTLEMENT: THE GOVERNOR; Pataki Gets Credit for Averting Strike While Keeping His Distance,neutral
1572,Table for One: Vending Machine,sadness
1573,Table for One: Vending Machine,surprise
1574,Taking Peace Home ¡­ to Cheney¡¯s Home,surprise
1575,Taking Peace Home ¡­ to Cheney¡¯s Home,neutral
1576,Target planning 'hundreds' of small stores,neutral
1577,Target planning 'hundreds' of small stores,neutral
1578,"Tax backers raise $3.2 million, mostly from road builders",surprise
1579,"Tax backers raise $3.2 million, mostly from road builders",surprise
1580,Tea Party Republican Decides to Wreck Klamath River Agreement Just For the Hell of It,disgust
1581,Tea Party Republican Decides to Wreck Klamath River Agreement Just For the Hell of It,neutral
1582,Teen boys try to escape Tennessee detention center -- again,sadness
1583,Teen boys try to escape Tennessee detention center -- again,fear
1584,Teenage driver from Looe 'was over drink-drive limit',disgust
1585,Teenage driver from Looe 'was over drink-drive limit',fear
1586,Telling It Like It Is: The Real War on Women Is Not From Republicans,disgust
1587,Telling It Like It Is: The Real War on Women Is Not From Republicans,neutral
1588,Telltale Poe-trait,surprise
1589,Telltale Poe-trait,neutral
1590,Terminal declined,neutral
1591,Terminal declined,neutral
1592,"Terminally ill American robbed on Italian vacation, pens 'open letter' forgiving thief",surprise
1593,"Terminally ill American robbed on Italian vacation, pens 'open letter' forgiving thief",joy
1594,Terri Schiavo dies 13 days after feeding tube is removed,sadness
1595,Terri Schiavo dies 13 days after feeding tube is removed,disgust
1596,Texas A&M Student Arrested After Crashing Into Squad Car While Taking Nude Selfie,surprise
1597,Texas A&M Student Arrested After Crashing Into Squad Car While Taking Nude Selfie,neutral
1598,Texas County debates Confederate monument removal,neutral
1599,Texas County debates Confederate monument removal,disgust
1600,Texas gears up for new open-carry handgun law,fear
1601,Texas gears up for new open-carry handgun law,neutral
1602,Texas man charged in murder of Iranian student activist,anger
1603,Texas man charged in murder of Iranian student activist,disgust
1604,"Thailand is used to hot Aprils, but not this hot!",surprise
1605,"Thailand is used to hot Aprils, but not this hot!",neutral
1606,The 9 Most Important Tips to Help Your Pet Beat the Heat (PHOTOS),neutral
1607,The 9 Most Important Tips to Help Your Pet Beat the Heat (PHOTOS),joy
1608,The Bachelors,neutral
1609,The Bachelors,neutral
1610,The Battle in Syriza,fear
1611,The Battle in Syriza,neutral
1612,The Best (And Worst) States for Diabetes,sadness
1613,The Best (And Worst) States for Diabetes,fear
1614,The Biggest Political Lie of 2016,neutral
1615,The Biggest Political Lie of 2016,disgust
1616,The Blotter: Teen accused of sexually assaulting girl at school,fear
1617,The Blotter: Teen accused of sexually assaulting girl at school,neutral
1618,The Box and the Keyhole,neutral
1619,The Box and the Keyhole,fear
1620,The Cohen Raid,joy
1621,The Cohen Raid,neutral
1622,The Collapse of Public Investment,fear
1623,The Collapse of Public Investment,neutral
1624,The Cyprus Question,neutral
1625,The Cyprus Question,neutral
1626,The Day of Reckoning for Monsignor Rossi and the Hierarchy,anger
1627,The Day of Reckoning for Monsignor Rossi and the Hierarchy,neutral
1628,The Death of the Omnibus,sadness
1629,The Death of the Omnibus,neutral
1630,The Democrats' Delayed Gratification in the Midterms,anger
1631,The Democrats' Delayed Gratification in the Midterms,neutral
1632,The Education of Michael Bloomberg,neutral
1633,The Education of Michael Bloomberg,joy
1634,The First Lawsuit Against Obama¡¯s New Coal Limits Just Got Filed,joy
1635,The First Lawsuit Against Obama¡¯s New Coal Limits Just Got Filed,surprise
1636,"The Fishy Finances of the MSM Favorite, FairTest",disgust
1637,"The Fishy Finances of the MSM Favorite, FairTest",neutral
1638,The Fruit Hunters: Author Adam Leith Gollner on the Politics of Fruit and the Secret History of the ¡°Miracle Berry¡±,sadness
1639,The Fruit Hunters: Author Adam Leith Gollner on the Politics of Fruit and the Secret History of the ¡°Miracle Berry¡±,surprise
1640,The Future Ain¡¯t What It Used To Be,sadness
1641,The Future Ain¡¯t What It Used To Be,sadness
1642,The Future of the Cuban Revolution,neutral
1643,The Future of the Cuban Revolution,neutral
1644,The Grammy Nominations: A New Generation Arrives,surprise
1645,The Grammy Nominations: A New Generation Arrives,neutral
1646,The Great Summer Read Is Here,joy
1647,The Great Summer Read Is Here,surprise
1648,The Hosts of This Ted Cruz Event Warned Attendees They Might Get Murdered By Bees,fear
1649,The Hosts of This Ted Cruz Event Warned Attendees They Might Get Murdered By Bees,fear
1650,The Invisible Labor of Women¡¯s Studies,sadness
1651,The Invisible Labor of Women¡¯s Studies,surprise
1652,The Kardashians Are O.J. Simpson¡¯s Celebrity Heirs,neutral
1653,The Kardashians Are O.J. Simpson¡¯s Celebrity Heirs,neutral
1654,The Latest: Brazil replaces goalkeeper after injury,sadness
1655,The Latest: Brazil replaces goalkeeper after injury,surprise
1656,The Leftovers: Nobody's OK,surprise
1657,The Leftovers: Nobody's OK,fear
1658,The Man From Sullivan & Cromwell,neutral
1659,The Man From Sullivan & Cromwell,neutral
1660,"The Massachusetts Senate Race Gets Ugly, Fast",disgust
1661,"The Massachusetts Senate Race Gets Ugly, Fast",disgust
1662,The Miracle on the Hudson,joy
1663,The Miracle on the Hudson,joy
1664,The Moral Case For Snuffing Tsarnaev,fear
1665,The Moral Case For Snuffing Tsarnaev,fear
1666,The Nation; How Americans Link Iraq and Sept. 11,neutral
1667,The Nation; How Americans Link Iraq and Sept. 11,fear
1668,"The National Zoo Finds ¡°Rusty,¡¯ the Red Panda It Lost Last Night",joy
1669,"The National Zoo Finds ¡°Rusty,¡¯ the Red Panda It Lost Last Night",joy
1670,The New 'Comeback' Clinton: From Rival to U.S. Cabinet,surprise
1671,The New 'Comeback' Clinton: From Rival to U.S. Cabinet,surprise
1672,The New 'Golden Bridge' In Vietnam Is Hands-Down The Coolest Bridge Ever,joy
1673,The New 'Golden Bridge' In Vietnam Is Hands-Down The Coolest Bridge Ever,surprise
1674,The Next Hundred Days,fear
1675,The Next Hundred Days,neutral
1676,The Note: More political shock waves possible,fear
1677,The Note: More political shock waves possible,fear
1678,The Plot to Muzzle the IRS and Save Secret Campaign Cash,disgust
1679,The Plot to Muzzle the IRS and Save Secret Campaign Cash,surprise
1680,The Private Equity Governor,surprise
1681,The Private Equity Governor,disgust
1682,The Progressive Movement Rejected The Founders¡¯ Model For Lawmaking,sadness
1683,The Progressive Movement Rejected The Founders¡¯ Model For Lawmaking,disgust
1684,The Raiders will be the talk of NFL preseason. Here¡¯s what went into their offseason moves.,neutral
1685,The Raiders will be the talk of NFL preseason. Here¡¯s what went into their offseason moves.,surprise
1686,The Refugee Cycle,neutral
1687,The Refugee Cycle,neutral
1688,The Show Must Not Go On,sadness
1689,The Show Must Not Go On,anger
1690,The Small-Town Voice of God,surprise
1691,The Small-Town Voice of God,neutral
1692,The View from the Pit,neutral
1693,The View from the Pit,neutral
1694,The Wisdom of the Crowd,neutral
1695,The Wisdom of the Crowd,neutral
1696,The World's First Solar Road Opens in France,joy
1697,The World's First Solar Road Opens in France,surprise
1698,The angst is rising on Capitol Hill,fear
1699,The angst is rising on Capitol Hill,sadness
1700,The boss is unwell,sadness
1701,The boss is unwell,joy
1702,The dark clouds of peace,sadness
1703,The dark clouds of peace,fear
1704,"The debate over swing voters versus mobilizing the base, explained",neutral
1705,"The debate over swing voters versus mobilizing the base, explained",neutral
1706,The debit swipe-fee market is broken,fear
1707,The debit swipe-fee market is broken,fear
1708,The devil in the deep blue detail,fear
1709,The devil in the deep blue detail,neutral
1710,The most terrifying graph on democracy is a flat line,sadness
1711,The most terrifying graph on democracy is a flat line,disgust
1712,The multi-billion-euro exit charge that could sink Brexit talks,joy
1713,The multi-billion-euro exit charge that could sink Brexit talks,neutral
1714,The only way around the Home Office¡¯s cruelty is to get your story in the news,neutral
1715,The only way around the Home Office¡¯s cruelty is to get your story in the news,disgust
1716,The politics of time: why countries switch time zones,surprise
1717,The politics of time: why countries switch time zones,neutral
1718,There She Is! Deport the Miss America Pageant. ,anger
1719,There She Is! Deport the Miss America Pageant. ,disgust
1720,Theresa May: 'I was briefed in advance',neutral
1721,Theresa May: 'I was briefed in advance',fear
1722,This Is How It Felt To Stay In The Cheapest Airbnbs In The Bay Area,surprise
1723,This Is How It Felt To Stay In The Cheapest Airbnbs In The Bay Area,neutral
1724,This Is No Bull,neutral
1725,This Is No Bull,neutral
1726,This Isn't How We're Supposed to Treat Heroes,fear
1727,This Isn't How We're Supposed to Treat Heroes,disgust
1728,This New Project Is Turning the New York City Subway Into a Mobile Library,neutral
1729,This New Project Is Turning the New York City Subway Into a Mobile Library,surprise
1730,"This Regime Is on a Genocidal Rampage Against Christians, Muslims, and Others",anger
1731,"This Regime Is on a Genocidal Rampage Against Christians, Muslims, and Others",fear
1732,This Teen Is Fighting Cheating Accusations After Her SAT Score Improved By 300 Points,neutral
1733,This Teen Is Fighting Cheating Accusations After Her SAT Score Improved By 300 Points,disgust
1734,This Tim Cook Prediction May Have Been Wildly Off,surprise
1735,This Tim Cook Prediction May Have Been Wildly Off,disgust
1736,"This Week: Remembering the Life and the Faith of Dr. Martin Luther King, Jr.",neutral
1737,"This Week: Remembering the Life and the Faith of Dr. Martin Luther King, Jr.",neutral
1738,Three,fear
1739,Three,neutral
1740,Three Poems by Rae Armantrout,neutral
1741,Three Poems by Rae Armantrout,joy
1742,Three countries or one continent?,joy
1743,Three countries or one continent?,surprise
1744,Timeline: Japan power plant crisis,sadness
1745,Timeline: Japan power plant crisis,neutral
1746,"To save endangered languages, tribes turn to tech",neutral
1747,"To save endangered languages, tribes turn to tech",neutral
1748,Today in History for September 17th,neutral
1749,Today in History for September 17th,neutral
1750,Todd Graham¡¯s son resigns less than 2 weeks before opener,surprise
1751,Todd Graham¡¯s son resigns less than 2 weeks before opener,anger
1752,Togo mourns 2 killed in attack on soccer team,sadness
1753,Togo mourns 2 killed in attack on soccer team,sadness
1754,Too Many Tabs ¨C Why Some People Can Multitask Online and Others Can¡¯t,neutral
1755,Too Many Tabs ¨C Why Some People Can Multitask Online and Others Can¡¯t,neutral
1756,Top 10 TED Talker Titles 2014,neutral
1757,Top 10 TED Talker Titles 2014,neutral
1758,Top 5 tech gifts for grandparents,joy
1759,Top 5 tech gifts for grandparents,neutral
1760,Tougher Scrutiny Doesn't Stop Yafo,neutral
1761,Tougher Scrutiny Doesn't Stop Yafo,fear
1762,Toys 'R' Us May Be Making A Comeback After All,surprise
